producto,title,canonical_url,brand,breadcrumbs,main_category,sub_category,sub_sub_category,main_amazon_category,estimated_views,estimated_purchases,month,site
78a2dbaf-b58c-40b5-bd90-a42144c0dbc1,producto 3,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria2,category1,9960.41,8532.82,03,Liverpool
f4b818cb-af3a-4e70-8da8-ceff928f1be7,producto 3,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria2,category3,7873.0,2111.06,08,El Palacio de Hierro
7d04bc94-1002-4dd7-a8dc-d7e6731e7845,producto 2,tienda.com/categoria1/productoC,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria2,category3,5018.15,2069.08,09,Amazon
bbcd2383-66e8-4212-b747-5a0010dd6080,producto 3,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria1,category2,1729.43,8480.21,14,Office Depot
74bb5853-5e64-4717-8bec-60a70f214c59,producto 1,tienda.com/categoria1/productoC,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria1,category1,4575.36,6640.06,03,Mercado Libre
78b9264b-2f57-4bd1-9896-08530e0b54d5,producto 1,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria2,subcategoria1,subsubcategoria1,category2,7584.82,5741.31,12,El Palacio de Hierro
de5112af-cac3-430e-a7c1-4afefe6e1e30,producto 1,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria3,category2,5517.77,1174.5,01,Mercado Libre
0f088c3c-300a-4e40-b367-fb5c1643d827,producto 2,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria1,category2,7611.52,5244.04,05,Best Buy
50424d0e-675f-47c2-b218-cc3511897c44,producto 3,tienda.com/categoria1/productoC,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria1,category3,6362.53,5605.55,11,Amazon
c71b4dfc-550b-427a-ad0e-008ada058358,producto 3,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria2,category3,7000.31,7857.84,02,El Palacio de Hierro
b84d8027-f5a3-4f5f-87f4-8bf69621932a,producto 1,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria2,category3,6128.93,6939.75,01,Mercado Libre
d4260730-1435-4d41-aa53-c9b7d2f044ce,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria2,category2,2192.88,7705.62,04,Liverpool
b401b91b-6ee6-4135-8f1f-290ae4f168ab,producto 1,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria1,category2,7602.34,105.55,11,Mercado Libre
aa074aaf-3a18-48c9-8030-df2d3f4b86a6,producto 1,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria1,category3,6385.29,1883.94,12,Liverpool
e6fedcab-2257-4cca-aed6-a1161f871ff1,producto 1,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria1,category1,7601.88,2038.64,05,Mercado Libre
54e65f43-9ca1-4f22-a9e2-c34f0543ce7c,producto 2,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria2,subcategoria2,subsubcategoria1,category3,1165.09,5637.7,05,Best Buy
bd3b13f6-bc63-4225-9198-779cf38b1b70,producto 1,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category3,4933.43,5094.12,13,Amazon
a8469f15-c70d-4101-903f-a4834423e12c,producto 3,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria2,subsubcategoria3,category1,253.7,9895.76,03,Liverpool
83070721-1241-453c-9c40-7365a9bfbd89,producto 1,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria1,category3,9923.03,6106.66,05,El Palacio de Hierro
7d1c21d6-12ca-4c29-8445-1eddf856d65b,producto 3,tienda.com/categoria1/productoC,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria2,category3,9621.88,2670.38,03,Office Depot
1f049313-4d0e-400e-b98f-cf06a6be0c8f,producto 2,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category3,9319.72,1615.68,07,El Palacio de Hierro
ef1e3391-77b2-41f5-b28f-666e06f79b94,producto 3,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria1,category3,1405.07,4572.2,01,Office Depot
963da851-35e3-4d2a-9b92-fcf09b3bb2f3,producto 2,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria3,category3,2603.43,4942.88,06,Mercado Libre
df6ee9d8-9852-40cc-8058-a127e57e88b9,producto 2,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria1,category2,8098.17,302.93,03,El Palacio de Hierro
80ff3473-12dc-4105-be38-75671c76ffb8,producto 1,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria1,category2,1356.7,6773.09,06,Amazon
03ba544c-e058-450e-9725-d6ac4daa7375,producto 3,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria3,category3,2467.6,495.57,12,Liverpool
30ef1b38-7aaf-40e4-b5e0-d1baf87e92c0,producto 3,tienda.com/categoria1/productoC,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria1,category3,2271.58,2984.55,09,Office Depot
5a9451b0-333b-4664-8a05-67a8f92e805a,producto 3,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria3,subcategoria3,subsubcategoria2,category3,9634.21,345.68,04,Best Buy
9fd9cd56-c959-483a-a361-88a89d28586f,producto 3,tienda.com/categoria1/productoC,marca3,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria3,category1,4642.09,6945.61,15,Amazon
4a08f1d8-9db8-45c6-a8de-f0e9a39c44c0,producto 3,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria3,subcategoria3,subsubcategoria2,category2,7859.04,6952.82,03,Liverpool
a43a43d9-7779-438e-a12b-e7ca30809f01,producto 2,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category2,2573.77,4897.83,12,Best Buy
d83a6217-968f-46bd-bceb-a8e065343ed2,producto 1,tienda.com/categoria1/productoB,marca3,keyword1-keyword2-keyword3,categoria3,subcategoria2,subsubcategoria3,category1,5054.35,5266.13,13,Amazon
0b915cca-83eb-44db-8eab-deba24431e6a,producto 3,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria1,category3,9445.49,603.68,11,Best Buy
dd1b5ebd-c9f4-49a3-930a-91e82449310c,producto 2,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria1,category3,826.42,5826.44,07,Best Buy
f433038e-a51e-4db4-814c-ff2e1606b87f,producto 1,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria1,category3,2017.11,9886.8,11,Office Depot
479c8b31-0811-4061-ad9c-be05b29bc379,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria3,category1,5078.35,5496.39,14,Mercado Libre
7b512057-bd6a-426a-98c8-b263c0eeef87,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria1,category2,538.16,9442.87,05,Liverpool
99fb6f52-fc12-43c4-887c-972420c07164,producto 2,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria2,category3,616.64,4298.51,08,Best Buy
f4048a17-8a85-4838-adde-d588d4fe9a16,producto 2,tienda.com/categoria1/productoB,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria2,category1,4924.46,9631.8,12,Best Buy
0500dc57-75c9-493e-80ce-460894233fab,producto 3,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria2,category3,7613.81,4367.42,09,Best Buy
dc190300-9495-49ab-b788-6762282d9540,producto 3,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria1,category3,2165.75,8546.03,05,Office Depot
0384ba62-463a-4581-8680-f8ef311760fa,producto 2,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria1,category3,7612.95,2477.62,12,Amazon
a3231493-7010-405c-8361-3e7c1750b999,producto 2,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria2,category3,1688.0,13.36,10,Mercado Libre
0c3564fe-8620-4904-a1e8-1d66ff682b90,producto 2,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria3,category3,3020.53,1869.71,08,Office Depot
0fba2b18-bafc-41b9-a62c-3a43f5b170e1,producto 1,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria2,category1,6941.78,4108.19,02,Amazon
7ed5040f-9f84-45ec-8728-95cd4559cddb,producto 3,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria2,category3,1182.55,1411.36,07,El Palacio de Hierro
88523aec-bde5-46c5-be46-3cbdf36e3ff1,producto 3,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria3,category2,3746.76,1577.26,03,Mercado Libre
5ca319b4-a4f3-4cc9-96c1-2aeb4303607b,producto 2,tienda.com/categoria1/productoC,marca3,keyword1-keyword2-keyword3,categoria2,subcategoria2,subsubcategoria2,category2,9674.21,7388.99,01,Amazon
dcc421ad-e870-4806-b50f-9b83a83e6480,producto 1,tienda.com/categoria1/productoC,marca2,keyword1-keyword2-keyword3,categoria2,subcategoria1,subsubcategoria1,category3,8303.33,5595.13,15,Amazon
ab3ca2f7-0a23-4141-99c4-5d270f78588c,producto 3,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria3,subcategoria1,subsubcategoria1,category2,2424.5,9761.38,11,Liverpool
a3e6f06b-420f-4dc6-a169-d9d20d67cb79,producto 1,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria2,category3,7618.33,5318.53,03,Amazon
1788a1c0-292f-4ccd-aaa4-6a89bc0cdf6b,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category3,4972.61,2289.7,08,Best Buy
485d3e3d-9c4d-42f0-a51e-a2357be019d8,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria2,category2,4989.01,3378.17,01,Amazon
b1126df7-67e4-427a-82da-df3f088ac210,producto 3,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria2,category3,1283.63,8585.2,02,Liverpool
96f31632-5013-4154-9725-67a0c4d00cab,producto 3,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria1,subcategoria1,subsubcategoria3,category3,9308.91,8570.87,01,El Palacio de Hierro
da71fb45-f211-412a-96c9-0cf2172870e6,producto 3,tienda.com/categoria1/productoC,marca1,keyword3-keyword4-keyword5,categoria3,subcategoria1,subsubcategoria1,category1,5329.98,2035.05,09,Amazon
003eeb39-7d2e-43fd-84c6-e7795aa80e2f,producto 2,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria3,subcategoria2,subsubcategoria1,category1,8658.46,9941.65,01,Mercado Libre
3525f7c5-0402-469c-af5f-5fbeabf88572,producto 2,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria3,subcategoria2,subsubcategoria3,category2,4274.27,4637.21,10,Mercado Libre
f9bb7b3e-18fc-4af7-85a4-12ad59770605,producto 2,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria3,subcategoria2,subsubcategoria1,category1,7312.86,1207.73,06,Best Buy
a5497e25-84b4-4e45-a48a-eba4f3787a2e,producto 3,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria1,category2,6232.83,281.92,03,El Palacio de Hierro
06a6491a-b830-4a46-8e68-61ab0de57cfa,producto 2,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria3,category1,8793.01,5749.68,11,Office Depot
483a5766-a835-43c8-9354-53be7cbe294c,producto 3,tienda.com/categoria1/productoC,marca1,keyword3-keyword4-keyword5,categoria3,subcategoria2,subsubcategoria3,category1,4658.19,9280.81,06,Amazon
829e3c0e-2d38-401f-b2dd-23a2a160db22,producto 3,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria3,category3,758.31,6103.65,08,Mercado Libre
cb5d7df2-065c-461d-8700-efde0e50cf2d,producto 1,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria2,category3,4112.02,716.06,15,Office Depot
2e192c43-3fdf-4458-8156-fee641263cab,producto 1,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria3,category1,8535.92,7219.84,14,Best Buy
d9add675-4594-47ad-adf2-e8a7cbc61673,producto 1,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category2,800.08,72.72,05,Amazon
d887a40e-9467-4598-98a7-82689e36b005,producto 3,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria3,category1,3626.18,6970.14,14,Best Buy
62dd63dc-0821-48df-8dd4-a178ffd443b8,producto 3,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria1,category2,4264.69,6046.89,05,Amazon
016bbd6c-25b6-4508-81a5-058e4b519aef,producto 2,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria3,category3,8298.18,3445.53,13,Liverpool
051109ac-e79a-491b-8590-45466a360735,producto 3,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria1,category1,2163.96,4553.81,09,Mercado Libre
855b63c9-6817-46ef-9963-a594f6cecd1a,producto 1,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria1,category2,9605.59,6389.64,05,Mercado Libre
01828d5f-41de-4986-975b-7d6d3f328d97,producto 2,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria2,subsubcategoria1,category1,8453.2,4410.24,15,Mercado Libre
12ab5891-c33f-405c-9973-b29c92f90e2d,producto 2,tienda.com/categoria1/productoC,marca2,keyword1-keyword2-keyword3,categoria3,subcategoria3,subsubcategoria3,category1,353.55,9633.88,04,Office Depot
dc9c972a-ab0d-4f76-8445-17232c072aca,producto 3,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria2,subcategoria3,subsubcategoria3,category1,9566.82,7056.38,04,Amazon
fd7d4c27-1e9a-42f6-8430-b151a92ba5ca,producto 1,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria2,category3,9453.62,7121.48,03,El Palacio de Hierro
9e3ed339-028a-4f17-9949-1b6cdb46a78c,producto 2,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria3,category2,110.97,3201.43,01,Best Buy
95a00f31-9043-4b9e-a7d9-55f5be3ecc13,producto 3,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria1,subsubcategoria2,category1,6622.11,5060.31,03,Liverpool
5164227d-6561-4e5f-827e-9dfadd3f9422,producto 1,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria1,category2,8165.44,2391.88,06,Office Depot
ce8df392-51c7-4f92-96df-f727c32a97fa,producto 2,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria3,category2,1064.39,1291.21,10,Amazon
7220b381-a05b-479f-aa6f-deca7f078bba,producto 1,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria1,category2,9134.35,1817.47,07,Office Depot
fcefda25-4536-4811-abce-f65269518d31,producto 3,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria2,category2,3125.51,3318.37,08,Mercado Libre
02bc47bf-2c26-493c-98f8-c25d088b1715,producto 3,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria1,category2,8668.86,1603.62,05,El Palacio de Hierro
95ad62ff-2848-49bd-9d56-5d868aa376fc,producto 2,tienda.com/categoria1/productoB,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category1,7884.92,6535.09,08,Liverpool
ac18ba6b-66ba-4cf6-9665-3c609183ae3d,producto 3,tienda.com/categoria1/productoB,marca3,keyword2-keyword3-keyword4,categoria3,subcategoria2,subsubcategoria3,category1,6247.03,7614.79,13,Office Depot
22f3af59-7f4b-4f3a-8353-5dce4b25227f,producto 3,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria2,category3,4478.19,4541.49,14,Best Buy
fd510ec9-35de-4b94-8000-17ca36bed75b,producto 2,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria1,category2,3694.52,580.37,03,Best Buy
0003611d-e8e8-473a-8b04-1b31d9763a07,producto 3,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria3,category1,609.82,984.41,13,Best Buy
9dbbb618-2b28-4f2a-9b1b-2080f8ca6ffe,producto 1,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category3,6309.6,8688.67,15,Amazon
46c57277-5fb3-40c6-aac7-3f556a24ce0e,producto 3,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria3,subcategoria2,subsubcategoria3,category3,822.66,5856.58,10,Amazon
cafb6278-97d7-4fd8-a215-56374130fe8e,producto 1,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria3,subsubcategoria2,category3,9449.8,9747.15,05,Amazon
6a772c7b-86f2-4a2f-afcd-ef33b0c1fc57,producto 1,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria1,category3,2684.12,4336.6,14,Mercado Libre
7ac05f4a-ebb6-420c-ad0b-27efb9df7dc9,producto 3,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria2,category2,5765.32,1790.13,10,Mercado Libre
0d2e8c9c-f042-446c-ab37-01d7a720804b,producto 3,tienda.com/categoria1/productoC,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria1,category3,8161.81,4656.4,10,Best Buy
d0f969c9-23e3-43bc-961b-517fdbcf8065,producto 3,tienda.com/categoria1/productoB,marca1,keyword1-keyword2-keyword3,categoria3,subcategoria2,subsubcategoria2,category1,1889.58,4493.81,04,Best Buy
0d0ea6b8-b895-4450-a4b3-f507d48707de,producto 3,tienda.com/categoria1/productoA,marca2,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria1,category3,5704.92,1414.12,06,Liverpool
baa18632-72d1-4dbb-a1a9-f415b9c32bb5,producto 1,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria1,category1,729.3,8199.45,05,Best Buy
a8c33f89-a279-4dd4-8421-07076c24a54d,producto 2,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria3,category2,4530.49,6973.4,05,Best Buy
12a98f34-7f7c-48d5-9962-d3f39addff5a,producto 3,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria1,category2,8301.0,8623.83,03,Office Depot
29e467f0-fc54-47fd-a545-f5c14b15fbeb,producto 1,tienda.com/categoria1/productoC,marca1,keyword1-keyword2-keyword3,categoria2,subcategoria3,subsubcategoria3,category3,1796.61,4961.81,13,Amazon
8e2f5df6-f662-4416-bd29-5d0c98965405,producto 2,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria3,subcategoria3,subsubcategoria1,category3,3376.4,1766.46,07,El Palacio de Hierro
72eeb4be-6c5c-4578-915a-96f37b52ec44,producto 2,tienda.com/categoria1/productoA,marca1,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria2,category1,7676.1,6111.3,07,Best Buy
a228c1fd-3bc6-4591-a268-d8f3beb018f7,producto 2,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria2,category3,7848.48,6927.96,09,El Palacio de Hierro
c37bf024-5860-45f7-b2ce-80c87693a84a,producto 1,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria3,subcategoria3,subsubcategoria2,category3,2269.04,103.63,07,El Palacio de Hierro
e685228f-4932-4ad7-91fd-1f1c0c1f32e0,producto 3,tienda.com/categoria1/productoA,marca1,keyword3-keyword4-keyword5,categoria3,subcategoria1,subsubcategoria2,category3,2927.5,7706.46,06,Office Depot
5b12ff4b-dd08-45bb-8c47-837e1298b51e,producto 3,tienda.com/categoria1/productoC,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria3,subsubcategoria3,category3,3633.38,9265.55,09,El Palacio de Hierro
c677ffeb-1c5d-4edf-bde7-9ded84e527b5,producto 1,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria3,category1,3726.75,6484.28,09,El Palacio de Hierro
532372c9-5c11-4a96-b9f9-6420ca0fd87f,producto 2,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria1,category3,5595.29,5262.97,02,El Palacio de Hierro
9f15a024-5a03-430d-93ce-b9d4c8968271,producto 2,tienda.com/categoria1/productoC,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria2,category2,452.9,861.65,12,Mercado Libre
47f91ff2-5ff7-4049-8920-2e565fc6ce64,producto 1,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria2,category2,4990.3,3551.13,13,Mercado Libre
c387a742-31f7-49ff-9e67-7a3c059809ef,producto 3,tienda.com/categoria1/productoB,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria3,subsubcategoria1,category2,1131.69,4537.5,03,Best Buy
ee41fb3d-1a89-48ef-a6b6-a94ceb7e9399,producto 3,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria2,category2,4294.98,5157.93,12,Liverpool
50ba3f63-6a20-4d5c-a80a-1b529343ea66,producto 1,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria3,category3,4939.22,304.34,07,Best Buy
9715e22e-0e27-431c-9d33-c0c444987105,producto 2,tienda.com/categoria1/productoA,marca2,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria3,category1,1696.72,2098.66,12,El Palacio de Hierro
043cf56c-0eff-4a15-8016-5bfcf0375ab8,producto 1,tienda.com/categoria1/productoB,marca2,keyword1-keyword2-keyword3,categoria2,subcategoria2,subsubcategoria1,category1,9237.09,7832.6,04,El Palacio de Hierro
8bf0d93e-e4f6-4458-b66b-9fb0a8f60da4,producto 3,tienda.com/categoria1/productoB,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria2,category2,7887.81,2623.45,05,Mercado Libre
fb97d543-c398-4424-b882-bbbf28fb0e08,producto 3,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria3,subcategoria3,subsubcategoria1,category2,6285.68,39.11,03,Liverpool
faf33434-c70f-423e-b476-1ae391fd96f9,producto 3,tienda.com/categoria1/productoC,marca3,keyword2-keyword3-keyword4,categoria1,subcategoria2,subsubcategoria3,category1,6165.25,6582.82,10,Amazon
faf619d7-cc2a-4887-a4ac-389499add221,producto 2,tienda.com/categoria1/productoB,marca1,keyword3-keyword4-keyword5,categoria1,subcategoria1,subsubcategoria2,category2,9037.21,4340.49,10,El Palacio de Hierro
567fea68-13a1-4f16-9265-8df6ccae18aa,producto 2,tienda.com/categoria1/productoA,marca1,keyword2-keyword3-keyword4,categoria2,subcategoria2,subsubcategoria3,category3,1464.11,2205.87,03,Mercado Libre
adf897c4-3e45-4b2e-b2f0-402b585b1890,producto 1,tienda.com/categoria1/productoA,marca3,keyword2-keyword3-keyword4,categoria2,subcategoria1,subsubcategoria2,category1,5225.66,7879.54,08,Liverpool
53e264a6-ce0a-4dda-858f-a9cafc560333,producto 2,tienda.com/categoria1/productoC,marca2,keyword3-keyword4-keyword5,categoria2,subcategoria1,subsubcategoria2,category3,3249.32,9982.43,13,Best Buy
d5dcb3bb-e30b-4c7b-8191-4b5bcb9a92e5,producto 3,tienda.com/categoria1/productoA,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria1,subsubcategoria2,category2,8911.92,1889.21,15,Mercado Libre
91794c64-9fdc-45b0-897a-7cc63cf872db,producto 2,tienda.com/categoria1/productoB,marca2,keyword2-keyword3-keyword4,categoria1,subcategoria3,subsubcategoria2,category3,3277.37,2827.51,07,Amazon
9100a74a-d0ae-49eb-89d4-68d503c37374,producto 1,tienda.com/categoria1/productoC,marca1,keyword3-keyword4-keyword5,categoria3,subcategoria3,subsubcategoria2,category1,9029.99,3857.41,03,Liverpool
73092cf5-c2e9-481b-a54d-e97f367d0092,producto 3,tienda.com/categoria1/productoC,marca3,keyword1-keyword2-keyword3,categoria1,subcategoria2,subsubcategoria3,category3,9680.09,1375.51,03,El Palacio de Hierro
9182d5e7-6126-481e-8da0-1ca5a2b2a59c,producto 3,tienda.com/categoria1/productoA,marca3,keyword3-keyword4-keyword5,categoria3,subcategoria2,subsubcategoria1,category3,612.67,412.49,14,Mercado Libre
d80d0257-21ff-4909-86ea-5fc25aaaef96,producto 2,tienda.com/categoria1/productoB,marca3,keyword3-keyword4-keyword5,categoria2,subcategoria3,subsubcategoria2,category2,1381.93,7100.98,04,Office Depot
2a5fa5fb-cc2e-489a-bd97-03502f934448,producto 2,tienda.com/categoria1/productoA,marca2,keyword3-keyword4-keyword5,categoria1,subcategoria2,subsubcategoria3,category1,2899.52,4039.07,06,Office Depot
